channel,onset,duration,peak_onset,type,frequency,amplitude,phase_angle,lag,sw_wind_start,sw_wind_end,sw_neg_peak,overlap,cluster_size,i_within_cluster,NREM2,NREM3,NREM23
Pz,1466.644,0.584,1466.78,sp_unc,11.976323796976,14.2135971482985,NaN,NaN,NaN,NaN,NaN,0,3,2,,97,198
Pz,1467.412,0.896,1467.588,sp_unc,14.1041676014418,12.757273241303,NaN,NaN,NaN,NaN,NaN,0,3,3,,98,199
Pz,1483.88,0.732,1484.396,sp_unc,13.6588407292742,20.3995568273784,NaN,NaN,NaN,NaN,NaN,0,3,1,,99,200
C4,1485.572,0.76,1485.992,sp_c_down,12.656593044263,12.3400084690743,-0.132980753405224,-0.856,1484.848,1488.848,1486.848,1,3,2,,100,201
C4,1488.788,0.524,1488.964,sp_unc,14.3800772670742,11.8880671178522,NaN,NaN,NaN,NaN,NaN,0,3,3,,101,202
Pz,1522.992,0.608,1523.192,sp_unc,14.0077112716432,9.6806369868267,NaN,NaN,NaN,NaN,NaN,0,2,1,,102,203
Pz,1524.12,0.812,1524.5,sp_unc,13.3530519195295,9.865331973598,NaN,NaN,NaN,NaN,NaN,1,2,2,,103,204
C4,1538.572,0.672,1538.728,sp_unc,14.9339596949891,13.2754996889511,NaN,NaN,NaN,NaN,NaN,0,4,1,1,,205
Pz,1540.688,0.784,1541.336,sp_unc,13.8499742002064,11.2647784942498,NaN,NaN,NaN,NaN,NaN,0,4,2,2,,206
Fz,1541.692,0.66,1542.116,sp_unc,12.7812587023113,18.8565213112594,NaN,NaN,NaN,NaN,NaN,0,4,3,3,,207
Pz,1542.836,0.8,1542.992,sp_c_down,12.0111892311757,13.9357822779058,2.05490162930041,-1.472,1542.464,1546.464,1544.464,1,4,4,4,,208
C4,1550.396,0.52,1550.796,sp_unc,14.3995098039216,11.966027924728,NaN,NaN,NaN,NaN,NaN,0,8,1,5,,209
Pz,1553.716,0.56,1554.092,sp_unc,14.2163478076791,19.2675022255577,NaN,NaN,NaN,NaN,NaN,0,8,2,6,,210
Fz,1556.56,0.66,1556.836,sp_c_up,13.0980228348649,18.3733301213856,0.228947588272662,0.408,1554.428,1558.428,1556.428,0,8,3,7,,211
C3,1560.532,0.812,1560.916,sp_c_down,12.4159074673949,15.9539395758638,0.384319808418424,-0.768,1559.684,1563.684,1561.684,1,8,4,8,,212
C4,1564.992,0.56,1565.152,sp_unc,12.6125762638921,11.8701620115868,NaN,NaN,NaN,NaN,NaN,0,8,5,9,,213
Fz,1567.74,0.564,1567.96,sp_unc,12.3149756652981,19.660071139442,NaN,NaN,NaN,NaN,NaN,0,8,6,10,,214
Pz,1573.516,1.104,1574.06,sp_unc,14.0253015906907,15.2206099044406,NaN,NaN,NaN,NaN,NaN,1,8,7,11,,215
Pz,1576.224,0.748,1576.468,sp_unc,13.6311298398502,15.9752936306623,NaN,NaN,NaN,NaN,NaN,1,8,8,12,,216
Fz,1592.576,0.536,1592.748,sp_unc,12.883218146376,25.9097698499205,NaN,NaN,NaN,NaN,NaN,0,2,1,,1,217
Cz,1596.076,0.612,1596.316,sp_unc,13.4592214078614,13.8043908456375,NaN,NaN,NaN,NaN,NaN,0,2,2,,2,218
Pz,1607.408,1.032,1608.26,sp_unc,13.7020057685692,14.1912582907063,NaN,NaN,NaN,NaN,NaN,1,1,1,,3,219
Cz,1626.996,1.216,1628.08,sp_unc,13.4437765698703,19.5665258798023,NaN,NaN,NaN,NaN,NaN,1,1,1,,4,220
Fz,1635.548,0.532,1635.772,sp_unc,13.5559998853343,18.020731636668,NaN,NaN,NaN,NaN,NaN,1,4,1,,5,221
Cz,1639.076,0.708,1639.236,sp_unc,13.3521520063134,12.6840400115963,NaN,NaN,NaN,NaN,NaN,1,4,2,,6,222
Pz,1641.872,0.86,1642.032,sp_unc,13.8167178753479,18.9302769501875,NaN,NaN,NaN,NaN,NaN,1,4,3,,7,223
Pz,1647.064,1.244,1648.068,sp_unc,13.4607302173841,19.4770363518752,NaN,NaN,NaN,NaN,NaN,1,4,4,,8,224
C4,1656.564,0.732,1656.764,sp_c_down,13.7270003030452,12.0391242201024,2.30431447595837,-1.5,1656.264,1660.264,1658.264,0,3,1,,9,225
Pz,1660.476,0.764,1660.648,sp_unc,14.0650680350113,16.5197752377697,NaN,NaN,NaN,NaN,NaN,1,3,2,,10,226
Cz,1661.436,0.62,1661.576,sp_unc,13.0028805780686,14.3158725490043,NaN,NaN,NaN,NaN,NaN,1,3,3,,11,227
Pz,1671.908,1.336,1672.524,sp_unc,13.3302703058895,19.6162027224465,NaN,NaN,NaN,NaN,NaN,1,3,1,,12,228
Pz,1675.152,0.724,1675.72,sp_unc,13.4243209667768,15.4188708806102,NaN,NaN,NaN,NaN,NaN,0,3,2,,13,229
Pz,1677.028,0.748,1677.24,sp_unc,13.7052189296771,21.1099349425224,NaN,NaN,NaN,NaN,NaN,1,3,3,,14,230
Pz,1685.18,0.68,1685.54,sp_unc,13.43739250086,14.0309835704083,NaN,NaN,NaN,NaN,NaN,1,2,1,,15,231
C4,1687.02,0.524,1687.316,sp_c_down,13.9641382868937,10.4534934865158,0.599855386899977,-0.776,1686.092,1690.092,1688.092,1,2,2,,16,232
Fz,1694.836,0.596,1695.276,sp_unc,13.067926225821,18.8309106099957,NaN,NaN,NaN,NaN,NaN,0,11,1,,17,233
Cz,1696.076,0.628,1696.228,sp_unc,14.0763405142759,12.3687758387665,NaN,NaN,NaN,NaN,NaN,0,11,2,,18,234
Pz,1698.192,0.552,1698.468,sp_unc,13.3322087269456,14.0476460489916,NaN,NaN,NaN,NaN,NaN,0,11,3,,19,235
Pz,1702.764,0.496,1703.048,sp_unc,14.1997405687421,13.6277839615982,NaN,NaN,NaN,NaN,NaN,1,11,4,,20,236
Cz,1703.728,1.128,1704.476,sp_c_down,13.1338268401074,17.6453301990416,1.00645679722643,-0.2,1702.676,1706.676,1704.676,1,11,5,,21,237
C3,1707.408,0.584,1707.536,sp_unc,14.3565101479188,17.2206265988895,NaN,NaN,NaN,NaN,NaN,0,11,6,,22,238
Pz,1708.316,0.756,1708.484,sp_unc,13.4502923976608,11.6551510425132,NaN,NaN,NaN,NaN,NaN,0,11,7,,23,239
Fz,1713.16,0.508,1713.476,sp_unc,12.5712007290955,18.8182820326444,NaN,NaN,NaN,NaN,NaN,0,11,8,,24,240
Pz,1718.796,0.696,1718.984,sp_unc,13.8797830793824,14.9011159529309,NaN,NaN,NaN,NaN,NaN,0,11,9,,25,241
Pz,1723.152,0.604,1723.58,sp_unc,14.2266716628172,12.2698087967453,NaN,NaN,NaN,NaN,NaN,1,11,10,,26,242
C3,1728.048,1.104,1728.528,sp_c_down,14.6168372319688,15.2275559409695,1.09314830764747,-1.28,1727.808,1731.808,1729.808,0,11,11,,27,243
C3,1739.192,0.572,1739.592,sp_c_up,13.5920495053622,20.0042638265684,0.299273385663557,0.568,1737.024,1741.024,1739.024,0,2,1,,28,244
Cz,1744.548,1.06,1744.908,sp_unc,12.4098219700126,13.7705594171305,NaN,NaN,NaN,NaN,NaN,0,2,2,,29,245
Fz,1756.444,0.676,1756.956,sp_c_up,12.8866924344108,22.9949138031022,1.81899393894872,0.82,1754.136,1758.136,1756.136,1,2,1,,30,246
Fz,1759.736,0.596,1760.184,sp_c_up,13.0853711448521,23.4044727288509,0.388253806574889,0.624,1757.56,1761.56,1759.56,0,2,2,,31,247
Pz,1775.18,0.52,1775.532,sp_unc,12.9446881091618,15.5090448397311,NaN,NaN,NaN,NaN,NaN,0,1,1,,32,248
C4,1785.708,0.692,1785.84,sp_unc,13.8204811664792,11.9908292541938,NaN,NaN,NaN,NaN,NaN,0,6,1,,33,249
Pz,1787.76,1.32,1788.588,sp_unc,14.124711288024,17.4507453983219,NaN,NaN,NaN,NaN,NaN,1,6,2,,34,250
Pz,1790.516,0.812,1790.856,sp_unc,13.5353298752557,13.7367172163475,NaN,NaN,NaN,NaN,NaN,0,6,3,,35,251
Cz,1791.68,0.536,1791.836,sp_unc,13.3467348927875,14.9500483717923,NaN,NaN,NaN,NaN,NaN,1,6,4,,36,252
Pz,1793.352,1.444,1794.312,sp_unc,13.5883561580156,14.6748789562531,NaN,NaN,NaN,NaN,NaN,0,6,5,,37,253
Pz,1797.54,0.792,1797.864,sp_unc,13.9234498624011,13.239512519455,NaN,NaN,NaN,NaN,NaN,0,6,6,,38,254
Cz,1806.716,0.572,1806.932,sp_unc,12.7967062177588,17.3358198434268,NaN,NaN,NaN,NaN,NaN,0,1,1,,39,255
Pz,1814.592,0.588,1814.844,sp_unc,13.6923190328763,14.2407809247531,NaN,NaN,NaN,NaN,NaN,0,5,1,,40,256
C3,1816.86,0.572,1817.256,sp_c_down,14.5498652677445,18.4441389665138,-0.922966065611437,-0.98,1816.236,1820.236,1818.236,0,5,2,,41,257
Cz,1821.232,0.544,1821.4,sp_unc,13.2249025341131,16.9410404881854,NaN,NaN,NaN,NaN,NaN,1,5,3,,42,258
Pz,1824.888,1.22,1825.116,sp_unc,13.4132973364784,13.0883796952927,NaN,NaN,NaN,NaN,NaN,1,5,4,,43,259
Pz,1829.668,0.644,1829.836,sp_unc,13.9795912882697,13.5828112201246,NaN,NaN,NaN,NaN,NaN,1,5,5,,44,260
C3,1836.476,0.584,1836.624,sp_unc,14.1051087500391,15.792714122714,NaN,NaN,NaN,NaN,NaN,0,4,1,,45,261
Pz,1839.332,0.848,1839.816,sp_unc,13.1983451275247,13.2007470664513,NaN,NaN,NaN,NaN,NaN,0,4,2,,46,262
Fz,1843.748,0.576,1843.872,sp_unc,13.1435815646342,20.899468002195,NaN,NaN,NaN,NaN,NaN,0,4,3,,47,263
C3,1847.196,0.516,1847.604,sp_unc,14.4846821994655,11.9805790358009,NaN,NaN,NaN,NaN,NaN,1,4,4,,48,264
Pz,1858.592,0.7,1858.812,sp_unc,13.8610655820636,15.3900475219324,NaN,NaN,NaN,NaN,NaN,1,5,1,,49,265
C3,1861.012,0.764,1861.168,sp_unc,14.078893618851,15.9294812231831,NaN,NaN,NaN,NaN,NaN,0,5,2,,50,266
Pz,1865.376,0.776,1865.944,sp_unc,13.5351307483457,14.6706831403732,NaN,NaN,NaN,NaN,NaN,1,5,3,,51,267
C3,1866.908,0.928,1867.672,sp_c_down,14.2364551083591,14.9861382430067,1.72642448408543,-0.164,1865.836,1869.836,1867.836,0,5,4,,52,268
Pz,1871.596,0.648,1872.048,sp_unc,13.3674463937622,12.6528204243731,NaN,NaN,NaN,NaN,NaN,1,5,5,,53,269
C4,1879.32,0.52,1879.488,sp_c_up,14.6666038210156,13.3566668892071,-2.06938889901204,1.284,1876.204,1880.204,1878.204,0,2,1,,54,270
Pz,1884.536,1.1,1884.692,sp_unc,13.6720278222932,13.8751558275806,NaN,NaN,NaN,NaN,NaN,0,2,2,,55,271
C3,1899.796,0.572,1900.232,sp_c_up,13.6212648234791,14.4520958864488,-0.656215998133453,0.38,1897.852,1901.852,1899.852,0,3,1,,56,272
Fz,1903.376,0.612,1903.56,sp_unc,12.880815638439,35.1396778564169,NaN,NaN,NaN,NaN,NaN,1,3,2,,57,273
C4,1905.068,0.524,1905.456,sp_unc,14.0393876848985,14.2584111960269,NaN,NaN,NaN,NaN,NaN,1,3,3,,58,274
Pz,1911.508,0.58,1911.744,sp_c_down,13.3451187492541,12.2989090080865,1.7171699475671,-1.732,1911.476,1915.476,1913.476,0,3,1,,59,275
Cz,1913.188,0.508,1913.56,sp_c_up,12.303539646217,16.5499685467909,-2.62636161343788,0.084,1911.476,1915.476,1913.476,1,3,2,,60,276
Pz,1918.452,0.516,1918.86,sp_unc,12.1795160436725,16.8452627268386,NaN,NaN,NaN,NaN,NaN,0,3,3,,61,277
Cz,1942.816,0.5,1943.152,sp_unc,13.3771929824561,14.8771830746728,NaN,NaN,NaN,NaN,NaN,0,2,1,,62,278
C4,1943.944,0.604,1944.08,sp_unc,13.5815620107692,14.2446758466708,NaN,NaN,NaN,NaN,NaN,0,2,2,,63,279
Pz,1950.352,0.58,1950.704,sp_unc,13.8888888888889,12.6087245962029,NaN,NaN,NaN,NaN,NaN,0,9,1,,64,280
C3,1952.588,0.804,1953.264,sp_unc,13.6357591282127,17.5727108130514,NaN,NaN,NaN,NaN,NaN,0,9,2,,65,281
Cz,1955.436,0.576,1955.676,sp_unc,13.546120202467,12.7074426468902,NaN,NaN,NaN,NaN,NaN,1,9,3,,66,282
Cz,1959.532,0.912,1960.004,sp_c_down,13.3783657003471,20.535209030592,-1.89352755215034,-1.876,1959.88,1963.88,1961.88,1,9,4,,67,283
Pz,1961.176,0.536,1961.56,sp_unc,14.9323216128557,13.0596897443835,NaN,NaN,NaN,NaN,NaN,0,9,5,,68,284
Pz,1963.812,0.528,1964.192,sp_unc,13.9032221075565,9.97412560252577,NaN,NaN,NaN,NaN,NaN,0,9,6,,69,285
C3,1966.692,0.628,1967.064,sp_c_up,14.1495743034056,15.8960311198045,-1.00913082865579,0.284,1964.78,1968.78,1966.78,0,9,7,,70,286
Pz,1968.972,0.816,1969.268,sp_unc,13.9871738168952,12.7895594376483,NaN,NaN,NaN,NaN,NaN,0,9,8,,71,287
C4,1974.284,0.624,1974.744,sp_unc,13.5673370890089,18.892044185004,NaN,NaN,NaN,NaN,NaN,1,9,9,,72,288
Pz,1986.068,0.748,1986.636,sp_unc,13.6318635641391,15.4383097390594,NaN,NaN,NaN,NaN,NaN,0,5,1,,73,289
Fz,1989.588,0.592,1989.88,sp_c_up,11.7883538721639,25.065357414247,0.0643588640821641,1.664,1986.216,1990.216,1988.216,0,5,2,,74,290
C4,1990.908,1.132,1991.292,sp_unc,14.2648216506576,12.7903477420569,NaN,NaN,NaN,NaN,NaN,0,5,3,,75,291
Fz,1994.816,0.56,1994.956,sp_c_up,12.4322801954381,20.1149899366506,-0.473953413892666,0.412,1992.544,1996.544,1994.544,0,5,4,,76,292
Fz,1997.704,0.492,1997.876,sp_c_down,12.3800508030308,22.5637519151272,0.697381238636234,-1.468,1997.344,2001.344,1999.344,0,5,5,,77,293
Pz,2023.64,0.748,2024.16,sp_unc,14.2359413756269,20.2880756000743,NaN,NaN,NaN,NaN,NaN,1,1,1,,78,294
C3,2034.54,0.492,2034.888,sp_c_down,14.1074704735695,15.319400069925,-0.60627060073773,-0.592,2033.48,2037.48,2035.48,0,1,1,,79,295
Pz,2040.712,0.832,2041.364,sp_c_down,13.6855005159959,14.8708407538588,-1.35492497680958,-0.672,2040.036,2044.036,2042.036,1,1,1,,80,296
Fz,2048.104,0.596,2048.392,sp_unc,12.1174147489937,33.2607709916495,NaN,NaN,NaN,NaN,NaN,1,6,1,,81,297
Fz,2048.892,0.552,2049.308,sp_unc,12.6374965190755,17.6958559104106,NaN,NaN,NaN,NaN,NaN,0,6,2,,82,298
Pz,2051.684,0.564,2051.912,sp_unc,13.3482745324851,12.5619617785432,NaN,NaN,NaN,NaN,NaN,0,6,3,,83,299
Pz,2053.628,0.924,2054.348,sp_unc,13.3973841252748,15.7551044322675,NaN,NaN,NaN,NaN,NaN,1,6,4,,84,300
C4,2055.168,0.62,2055.292,sp_unc,13.5725891898493,14.3005395002667,NaN,NaN,NaN,NaN,NaN,1,6,5,,85,301
Fz,2057.268,0.644,2057.432,sp_unc,12.4612508827121,23.4362400111897,NaN,NaN,NaN,NaN,NaN,1,6,6,,86,302
Pz,2066.528,0.608,2066.856,sp_unc,13.3311219224532,13.1394871097556,NaN,NaN,NaN,NaN,NaN,1,1,1,,87,303
C3,2077.736,0.524,2078.064,sp_unc,14.6379275394368,15.3261131899154,NaN,NaN,NaN,NaN,NaN,1,2,1,,88,304
C4,2078.536,0.512,2078.676,sp_unc,13.5725342768686,10.4820936166134,NaN,NaN,NaN,NaN,NaN,0,2,2,,89,305
Pz,2088.312,1.12,2088.692,sp_unc,13.4394602139101,15.2945607418607,NaN,NaN,NaN,NaN,NaN,1,3,1,,90,306
Pz,2092.268,0.568,2092.496,sp_unc,13.6514693596737,11.1347895172916,NaN,NaN,NaN,NaN,NaN,0,3,2,,91,307
Cz,2094.08,0.496,2094.236,sp_unc,12.7603921522716,15.1203590092305,NaN,NaN,NaN,NaN,NaN,0,3,3,,92,308
Pz,2102.94,0.528,2103.176,sp_unc,14.0906565055172,14.9584260293503,NaN,NaN,NaN,NaN,NaN,0,2,1,,93,309
C3,2107.436,0.576,2107.58,sp_unc,12.7464935249462,18.0426729783343,NaN,NaN,NaN,NaN,NaN,0,2,2,,94,310
Pz,2123.56,0.948,2124.276,sp_unc,13.8351393188854,11.6000103497209,NaN,NaN,NaN,NaN,NaN,1,8,1,,95,311
Pz,2126.476,0.64,2126.872,sp_unc,13.7541566334136,17.218598243075,NaN,NaN,NaN,NaN,NaN,1,8,2,,96,312
Fz,2128.932,0.496,2129.104,sp_unc,12.7331576388711,23.5606011157033,NaN,NaN,NaN,NaN,NaN,1,8,3,,97,313
Pz,2130.116,0.656,2130.34,sp_c_down,13.859326625387,14.0190305084253,-0.913163282025861,-0.988,2129.328,2133.328,2131.328,1,8,4,,98,314
C4,2133.036,0.528,2133.432,sp_c_up,14.4768264930804,11.930506991022,-1.00121164875608,0.824,2130.608,2134.608,2132.608,0,8,5,,99,315
C4,2137.34,0.508,2137.684,sp_unc,13.8844993406719,10.8371670662393,NaN,NaN,NaN,NaN,NaN,0,8,6,,100,316
Pz,2138.764,0.792,2138.972,sp_unc,13.6195752539243,14.5475234193361,NaN,NaN,NaN,NaN,NaN,1,8,7,,101,317
C3,2142.232,0.644,2142.448,sp_unc,13.7819835536554,14.6416135856855,NaN,NaN,NaN,NaN,NaN,1,8,8,,102,318
Fz,2148.404,0.496,2148.564,sp_c_down,12.9974557606137,20.6821557551277,-0.0961627864082038,-0.492,2147.056,2151.056,2149.056,0,1,1,,103,319
Cz,2163.768,0.604,2164.256,sp_c_up,12.1976024865041,12.9600309546182,-0.00874075946278846,1.832,2160.424,2164.424,2162.424,1,1,1,,104,320
C4,2169.936,0.572,2170.204,sp_unc,12.2345795043163,12.3627077106463,NaN,NaN,NaN,NaN,NaN,0,1,1,,105,321
C3,2187.32,0.572,2187.724,sp_c_down,14.3356246007175,12.666169462419,2.45406377763056,-0.08,2185.804,2189.804,2187.804,0,3,1,,106,322
Pz,2189.036,0.836,2189.428,sp_unc,13.1464076858814,15.8523845099422,NaN,NaN,NaN,NaN,NaN,1,3,2,,107,323
C4,2194.148,0.636,2194.628,sp_c_down,12.9665845951445,9.46243269855448,-2.15278317036989,-1.448,2194.076,2198.076,2196.076,0,3,3,,108,324
C4,2212.228,0.6,2212.7,sp_unc,12.9875971981235,10.1936781161969,NaN,NaN,NaN,NaN,NaN,0,2,1,,109,325
Fz,2217.088,0.504,2217.268,sp_c_up,13.0018724903329,18.3243552621444,1.52959615008319,1.46,2213.808,2217.808,2215.808,0,2,2,,110,326
Fz,2226.712,0.604,2226.88,sp_unc,13.466059040473,22.6305939291759,NaN,NaN,NaN,NaN,NaN,0,3,1,,111,327
C4,2229.608,0.652,2229.796,sp_c_up,14.1210198443412,13.7962145603712,-0.311041544436741,0.356,2227.44,2231.44,2229.44,0,3,2,,112,328
Fz,2235.452,0.536,2235.588,sp_unc,13.0107465633781,20.4855409915672,NaN,NaN,NaN,NaN,NaN,1,3,3,,113,329
Pz,2243.364,0.688,2243.592,sp_unc,14.0542478601348,12.5489248985698,NaN,NaN,NaN,NaN,NaN,0,1,1,,114,330
Pz,2249.836,0.924,2250.24,sp_unc,13.9408468065589,15.1003802368601,NaN,NaN,NaN,NaN,NaN,0,4,1,,115,331
Pz,2253.196,0.72,2253.428,sp_c_up,14.3554351565187,11.5074739289224,0.19194501070421,0.536,2250.892,2254.892,2252.892,0,4,2,,116,332
C4,2259.02,0.564,2259.248,sp_unc,13.3378317588844,11.1526413117365,NaN,NaN,NaN,NaN,NaN,1,4,3,,117,333
C3,2262.06,0.584,2262.468,sp_c_down,12.6878603852288,13.5069179693559,0.546296769143948,-0.404,2260.872,2264.872,2262.872,0,4,4,,118,334
C3,2268.7,0.508,2268.848,sp_c_up,12.8468610591036,19.542900931528,0.517634188697995,1.08,2265.768,2269.768,2267.768,0,2,1,,119,335
Pz,2271.048,0.492,2271.412,sp_unc,14.1088142128196,9.9902384146293,NaN,NaN,NaN,NaN,NaN,0,2,2,,120,336
C4,2278.024,0.544,2278.432,sp_unc,13.9232059220449,12.025528713233,NaN,NaN,NaN,NaN,NaN,0,1,1,,121,337
Fz,2285.684,0.596,2286.068,sp_unc,13.1189115322242,20.7349796946602,NaN,NaN,NaN,NaN,NaN,0,5,1,,122,338
Cz,2290.448,0.508,2290.624,sp_unc,12.4780900628623,21.6688600570524,NaN,NaN,NaN,NaN,NaN,1,5,2,,123,339
C3,2291.256,0.496,2291.64,sp_unc,14.06223125215,13.461437383065,NaN,NaN,NaN,NaN,NaN,0,5,3,,124,340
Fz,2296.504,0.608,2296.664,sp_unc,13.6730510917817,18.7423859930057,NaN,NaN,NaN,NaN,NaN,0,5,4,,125,341
C3,2297.628,0.524,2297.78,sp_c_up,14.8868943663835,10.5585371498926,1.59561830465785,0.96,2294.82,2298.82,2296.82,0,5,5,,126,342
Pz,2313.708,0.508,2313.904,sp_unc,12.8113845219108,12.795168208248,NaN,NaN,NaN,NaN,NaN,0,1,1,,127,343
C3,2326.328,0.512,2326.464,sp_c_down,14.5252011060835,20.8155143485274,1.08231176212598,-1.448,2325.912,2329.912,2327.912,0,2,1,,128,344
Cz,2327.148,0.624,2327.368,sp_c_down,12.8566817476592,17.2362862221738,-0.268254247263934,-0.544,2325.912,2329.912,2327.912,1,2,2,,129,345
Fz,2340.504,1.184,2341.292,sp_unc,12.4290332119822,24.9169646638278,NaN,NaN,NaN,NaN,NaN,1,1,1,,130,346
C3,2356.684,0.804,2357.344,sp_c_up,14.1962852392419,18.5029360252231,2.8297326533232,0.692,2354.652,2358.652,2356.652,1,1,1,,131,347
Pz,2376.264,0.62,2376.756,sp_unc,13.7372434353859,12.0546535705999,NaN,NaN,NaN,NaN,NaN,1,6,1,,132,348
Pz,2380.46,1.24,2381.08,sp_unc,13.4736226539979,14.242559602523,NaN,NaN,NaN,NaN,NaN,1,6,2,,133,349
Pz,2381.876,0.632,2382.336,sp_c_down,12.4691527942302,13.4828683354922,2.822471986039,-1.888,2382.224,2386.224,2384.224,0,6,3,,134,350
C3,2385.096,0.52,2385.48,sp_c_up,12.3296417021713,18.5000403122517,-3.02452560658257,1.268,2382.212,2386.212,2384.212,0,6,4,,135,351
Fz,2388.804,0.536,2388.956,sp_c_up,12.319673600098,19.7756484630795,0.453983295980639,0.752,2386.204,2390.204,2388.204,1,6,5,,136,352
C3,2391.12,0.552,2391.256,sp_unc,14.127454288058,15.0187670030853,NaN,NaN,NaN,NaN,NaN,0,6,6,,137,353
Fz,2400.984,0.512,2401.128,sp_unc,12.7459286316162,18.8242432352565,NaN,NaN,NaN,NaN,NaN,0,1,1,,138,354
Cz,2407.732,0.5,2408.096,sp_c_down,12.4908517851102,14.8794681487598,-0.0308971872389152,-0.36,2406.456,2410.456,2408.456,0,1,1,,139,355
C4,2433.892,0.756,2434.468,sp_c_up,12.960343737885,9.80416720629209,1.42518813783901,0.864,2431.604,2435.604,2433.604,0,2,1,,140,356
Pz,2437.132,0.824,2437.468,sp_unc,14.4667456296713,13.7114013905801,NaN,NaN,NaN,NaN,NaN,0,2,2,,141,357
Pz,2445.224,0.64,2445.708,sp_c_down,14.3954785861713,11.082107994079,2.0944386857095,-1.364,2445.072,2449.072,2447.072,1,1,1,,142,358
C4,2454.276,0.524,2454.544,sp_unc,14.4061251356143,9.67632639490968,NaN,NaN,NaN,NaN,NaN,0,1,1,,143,359
Fz,2463.9,0.512,2464.052,sp_c_up,12.5894596354343,23.4051677500283,-0.992432805021882,0.32,2461.732,2465.732,2463.732,0,1,1,1,,360
Pz,2487.664,0.588,2488.048,sp_unc,14.0251824413976,12.8276918792522,NaN,NaN,NaN,NaN,NaN,0,3,1,2,,361
Fz,2490.44,0.696,2490.58,sp_c_up,12.2522491418036,20.0719019452986,0.1347493165688,0.564,2488.016,2492.016,2490.016,0,3,2,3,,362
C4,2494.52,0.712,2495.088,sp_unc,14.3375783549287,12.4818806074386,NaN,NaN,NaN,NaN,NaN,1,3,3,4,,363
Pz,2510.588,1.104,2511.288,sp_unc,14.0012069558616,17.8130301035543,NaN,NaN,NaN,NaN,NaN,1,5,1,5,,364
Fz,2515.7,0.676,2516.04,sp_unc,13.4464758291674,18.7780205710831,NaN,NaN,NaN,NaN,NaN,0,5,2,6,,365
Pz,2517.424,0.652,2517.616,sp_unc,13.7375838493292,11.0284298802613,NaN,NaN,NaN,NaN,NaN,0,5,3,7,,366
C4,2519.852,0.652,2520.168,sp_unc,14.5196559015763,12.8377070583259,NaN,NaN,NaN,NaN,NaN,0,5,4,8,,367
C4,2523.816,0.5,2524.168,sp_unc,12.9803967766605,12.6576861224698,NaN,NaN,NaN,NaN,NaN,0,5,5,9,,368
Pz,2535.38,0.816,2535.924,sp_unc,14.0068308024964,16.9115674198654,NaN,NaN,NaN,NaN,NaN,1,1,1,10,,369
Pz,2553.112,1.08,2553.436,sp_c_down,13.1942327753086,15.2651090235852,-0.696766679867008,-0.344,2551.78,2555.78,2553.78,1,1,1,11,,370
Pz,2566.088,1.068,2566.78,sp_unc,14.2586091454126,14.154643077492,NaN,NaN,NaN,NaN,NaN,0,5,1,12,,371
Cz,2568.452,0.616,2568.888,sp_unc,13.9605549822268,14.3311776396007,NaN,NaN,NaN,NaN,NaN,0,5,2,13,,372
Pz,2570.808,0.808,2571.024,sp_unc,13.8904757809557,13.9904889424953,NaN,NaN,NaN,NaN,NaN,0,5,3,14,,373
C4,2573.476,0.604,2573.9,sp_unc,14.0507109276459,11.3563798808038,NaN,NaN,NaN,NaN,NaN,0,5,4,15,,374
Cz,2579.388,0.564,2579.656,sp_c_down,12.7457267478636,16.3970217044034,-0.204029506353943,-0.528,2578.184,2582.184,2580.184,1,5,5,16,,375
Pz,2615.764,0.612,2616.232,sp_unc,11.8231644404413,11.5929468155536,NaN,NaN,NaN,NaN,NaN,0,1,1,17,,376
Pz,2624.86,1.14,2625.896,sp_unc,13.1273309285575,11.6876047171386,NaN,NaN,NaN,NaN,NaN,1,1,1,18,,377
Pz,2631.016,0.548,2631.416,sp_unc,13.5515069725596,10.2501286112613,NaN,NaN,NaN,NaN,NaN,0,1,1,19,,378
C4,2643.804,0.764,2644.372,sp_unc,14.1834365325077,12.9087790973207,NaN,NaN,NaN,NaN,NaN,0,1,1,20,,379
Pz,2650.9,0.744,2651.04,sp_unc,12.8740011731349,12.6732407095993,NaN,NaN,NaN,NaN,NaN,0,1,1,21,,380
Pz,2674.54,0.584,2674.972,sp_unc,13.5732442897414,13.9911661837907,NaN,NaN,NaN,NaN,NaN,1,3,1,22,,381
Cz,2675.98,0.916,2676.124,sp_c_up,13.8670852193833,15.0244186139417,0.0769999954824152,1.384,2672.74,2676.74,2674.74,0,3,2,23,,382
Pz,2678.636,0.5,2678.784,sp_unc,15.0311085972851,12.3070746838955,NaN,NaN,NaN,NaN,NaN,0,3,3,24,,383
Pz,2690.964,0.864,2691.524,sp_unc,14.0350388560528,17.5884072903137,NaN,NaN,NaN,NaN,NaN,0,1,1,25,,384
Pz,2698.752,0.796,2698.972,sp_unc,13.3106173136885,10.1672561004874,NaN,NaN,NaN,NaN,NaN,0,2,1,26,,385
C3,2700.42,0.848,2700.796,sp_c_up,13.2836589580011,15.8538127032206,-0.276014342694611,0.66,2698.136,2702.136,2700.136,0,2,2,27,,386
Pz,2717.38,0.724,2717.724,sp_unc,14.144567106621,12.3542800092759,NaN,NaN,NaN,NaN,NaN,0,4,1,28,,387
