channel,onset,duration,peak_onset,type,frequency,amplitude,phase_angle,lag,sw_wind_start,sw_wind_end,sw_neg_peak,overlap,cluster_size,i_within_cluster,NREM2,NREM3,NREM23
Cz,330.868,0.8,331.532,sp_unc,13.1970639552724,10.4710362465436,NaN,NaN,NaN,NaN,NaN,0,4,1,1,,1
C4,332.46,0.74,332.596,sp_unc,14.1987296261575,9.57671464503645,NaN,NaN,NaN,NaN,NaN,0,4,2,2,,2
Pz,333.344,0.52,333.752,sp_unc,13.4659286362073,8.13718826826705,NaN,NaN,NaN,NaN,NaN,1,4,3,3,,3
C3,334.796,0.616,335.232,sp_unc,14.3090108243561,10.6551922411961,NaN,NaN,NaN,NaN,NaN,0,4,4,4,,4
C4,341.4,0.56,341.58,sp_unc,13.2653713245818,19.3923618888593,NaN,NaN,NaN,NaN,NaN,0,1,1,5,,5
Cz,351.032,0.696,351.208,sp_unc,15.0997108040452,13.7591586918243,NaN,NaN,NaN,NaN,NaN,0,4,1,6,,6
Fz,356.208,0.524,356.364,sp_unc,12.2655610459854,14.5378351786051,NaN,NaN,NaN,NaN,NaN,0,4,2,7,,7
Cz,359.92,0.972,360.624,sp_unc,12.8186214021249,10.167970656072,NaN,NaN,NaN,NaN,NaN,1,4,3,8,,8
Pz,362.504,0.6,362.628,sp_unc,12.4928301720266,8.81833397397224,NaN,NaN,NaN,NaN,NaN,0,4,4,9,,9
C4,371.428,0.876,371.972,sp_unc,14.1009893659981,10.9598414301975,NaN,NaN,NaN,NaN,NaN,0,1,1,10,,10
Fz,378.548,0.548,378.872,sp_unc,12.9088643697777,13.4541368419781,NaN,NaN,NaN,NaN,NaN,0,2,1,11,,11
C4,381.144,1.148,382.056,sp_unc,13.5535725621904,11.6222232783229,NaN,NaN,NaN,NaN,NaN,0,2,2,12,,12
Pz,405.8,0.752,406.056,sp_unc,13.8265959661796,12.8936620895738,NaN,NaN,NaN,NaN,NaN,0,2,1,13,,13
Fz,408.444,0.524,408.584,sp_unc,12.1762985189789,19.5461396211742,NaN,NaN,NaN,NaN,NaN,1,2,2,14,,14
Cz,421.604,0.652,421.768,sp_unc,13.5895089029764,12.2333245797466,NaN,NaN,NaN,NaN,NaN,0,1,1,15,,15
C3,436.872,0.664,437.344,sp_unc,13.8781005823382,26.5642334794903,NaN,NaN,NaN,NaN,NaN,0,1,1,16,,16
C3,449.892,0.608,450.372,sp_unc,14.2151846118564,15.4709870284211,NaN,NaN,NaN,NaN,NaN,0,1,1,17,,17
Fz,456.876,0.972,457.068,sp_unc,12.4271848800416,14.8775848734395,NaN,NaN,NaN,NaN,NaN,0,3,1,18,,18
Pz,460.272,0.528,460.624,sp_unc,14.875116713352,12.0324369585043,NaN,NaN,NaN,NaN,NaN,0,3,2,19,,19
Pz,463.92,0.672,464.46,sp_unc,13.9183111325025,14.2701678824759,NaN,NaN,NaN,NaN,NaN,0,3,3,20,,20
C4,480.76,0.512,480.892,sp_unc,14.3811453675037,9.87449451926165,NaN,NaN,NaN,NaN,NaN,0,1,1,21,,21
Pz,487.376,0.492,487.54,sp_unc,13.9707138836396,14.0122332690727,NaN,NaN,NaN,NaN,NaN,0,4,1,22,,22
Cz,490.856,0.54,491.032,sp_unc,14.3864799631053,19.3225558004711,NaN,NaN,NaN,NaN,NaN,1,4,2,23,,23
Pz,493.612,0.612,493.908,sp_unc,14.1726866185071,14.8589314404749,NaN,NaN,NaN,NaN,NaN,0,4,3,24,,24
C3,497.344,0.572,497.78,sp_unc,13.9443511004707,14.5583825412218,NaN,NaN,NaN,NaN,NaN,0,4,4,25,,25
Pz,506.156,0.82,506.32,sp_unc,13.5201130890953,13.6791962918196,NaN,NaN,NaN,NaN,NaN,0,3,1,26,,26
Pz,509.716,0.88,510.036,sp_unc,13.6852268818213,26.0841910397775,NaN,NaN,NaN,NaN,NaN,0,3,2,27,,27
Pz,512.5,0.968,512.968,sp_unc,13.7079033367733,17.3920381204843,NaN,NaN,NaN,NaN,NaN,0,3,3,28,,28
C4,519.076,0.772,519.58,sp_unc,13.4085169868362,19.0807537469529,NaN,NaN,NaN,NaN,NaN,1,4,1,29,,29
Cz,519.972,0.492,520.316,sp_unc,12.7603921522716,17.2380839936566,NaN,NaN,NaN,NaN,NaN,1,4,2,30,,30
C4,523.92,0.62,524.388,sp_unc,12.1323093236049,17.3058327506035,NaN,NaN,NaN,NaN,NaN,0,4,3,31,,31
C3,525.98,0.884,526.488,sp_unc,14.1931581938649,19.4347535684483,NaN,NaN,NaN,NaN,NaN,0,4,4,32,,32
C4,541.484,0.76,541.796,sp_unc,14.2419386960694,14.0218092063955,NaN,NaN,NaN,NaN,NaN,1,4,1,33,,33
Pz,545.352,0.516,545.492,sp_unc,14.161220043573,18.9027867681823,NaN,NaN,NaN,NaN,NaN,1,4,2,34,,34
C3,548.776,0.532,548.9,sp_unc,12.3967429953492,14.2018928980867,NaN,NaN,NaN,NaN,NaN,1,4,3,35,,35
Pz,552.504,1.108,553.164,sp_unc,13.6506466621736,18.3965463097319,NaN,NaN,NaN,NaN,NaN,1,4,4,36,,36
C3,568.168,0.64,568.328,sp_unc,12.6021004167457,23.2001735165828,NaN,NaN,NaN,NaN,NaN,0,2,1,37,,37
Cz,569.476,0.524,569.604,sp_unc,13.8423059282192,15.7429545101133,NaN,NaN,NaN,NaN,NaN,0,2,2,38,,38
Pz,590.96,0.74,591.456,sp_unc,14.4014900512375,12.7691338026961,NaN,NaN,NaN,NaN,NaN,1,4,1,39,,39
Fz,594.476,0.528,594.66,sp_unc,12.485932462009,19.6306629782708,NaN,NaN,NaN,NaN,NaN,0,4,2,40,,40
C3,595.064,0.632,595.252,sp_unc,14.4122753267974,14.3881471794502,NaN,NaN,NaN,NaN,NaN,1,4,3,41,,41
C4,598.532,1.072,599.008,sp_c_up,14.3514138923926,13.8673518930468,1.61550086185694,1.744,595.264,599.264,597.264,0,4,4,42,,42
Pz,613.028,0.632,613.488,sp_unc,13.719347388078,13.7969405012697,NaN,NaN,NaN,NaN,NaN,0,7,1,43,,43
C4,615.036,0.616,615.5,sp_unc,14.5031792870657,16.2646377029576,NaN,NaN,NaN,NaN,NaN,0,7,2,44,,44
Fz,620.788,0.712,620.916,sp_unc,12.5904598282694,18.4269861732817,NaN,NaN,NaN,NaN,NaN,0,7,3,45,,45
Pz,622.744,1.248,623.68,sp_unc,14.1258756293586,18.5687358641506,NaN,NaN,NaN,NaN,NaN,1,7,4,46,,46
C3,626.468,0.756,626.9,sp_unc,12.7947237441133,18.8130670391852,NaN,NaN,NaN,NaN,NaN,1,7,5,47,,47
C3,628.436,0.496,628.548,sp_unc,14.3474623036349,15.3733608287784,NaN,NaN,NaN,NaN,NaN,0,7,6,48,,48
Fz,631.096,0.792,631.7,sp_unc,13.2189025194565,23.4314572015603,NaN,NaN,NaN,NaN,NaN,1,7,7,49,,49
Fz,654.608,0.544,654.78,sp_unc,13.1257694797749,15.085493509513,NaN,NaN,NaN,NaN,NaN,0,2,1,50,,50
Cz,658.588,0.504,658.78,sp_unc,13.0913848793106,12.9096554630523,NaN,NaN,NaN,NaN,NaN,0,2,2,51,,51
Pz,679.732,0.616,679.892,sp_unc,13.9281619080381,15.1434812283535,NaN,NaN,NaN,NaN,NaN,1,5,1,52,,52
Cz,682.536,0.936,682.872,sp_unc,14.4405834336659,17.2828688338695,NaN,NaN,NaN,NaN,NaN,1,5,2,53,,53
C3,684.024,0.6,684.456,sp_unc,14.4510377250315,17.2676312408998,NaN,NaN,NaN,NaN,NaN,1,5,3,54,,54
C4,686.556,1.28,687.656,sp_unc,14.0133981869322,17.0253709603408,NaN,NaN,NaN,NaN,NaN,1,5,4,55,,55
C3,688.348,0.56,688.72,sp_unc,14.3691796894196,17.0781288455433,NaN,NaN,NaN,NaN,NaN,0,5,5,56,,56
C3,701.728,0.568,702.12,sp_unc,13.9259760921913,20.1055117256003,NaN,NaN,NaN,NaN,NaN,1,1,1,57,,57
Pz,711.572,1.312,712.716,sp_unc,13.4296691466689,12.3311244987792,NaN,NaN,NaN,NaN,NaN,0,1,1,58,,58
C4,718.64,0.796,719.248,sp_unc,12.7002884535303,9.48284259453046,NaN,NaN,NaN,NaN,NaN,0,1,1,59,,59
Pz,725.856,1.016,726.04,sp_unc,14.3919198921134,16.9886627493083,NaN,NaN,NaN,NaN,NaN,1,1,1,60,,60
Pz,736.904,0.516,737.196,sp_unc,13.4454805313938,12.7742036206764,NaN,NaN,NaN,NaN,NaN,0,2,1,61,,61
Cz,742.496,0.864,743.044,sp_unc,13.6316588038724,21.3646691383807,NaN,NaN,NaN,NaN,NaN,1,2,2,62,,62
C3,757.128,0.74,757.704,sp_unc,14.1830404830446,12.7516750316391,NaN,NaN,NaN,NaN,NaN,0,2,1,63,,63
C3,760.728,0.52,760.86,sp_unc,13.9145351122905,16.1855867237638,NaN,NaN,NaN,NaN,NaN,0,2,2,64,,64
Cz,767.488,0.748,768.076,sp_unc,13.5574682319835,18.1053666086153,NaN,NaN,NaN,NaN,NaN,1,4,1,65,,65
Cz,770.148,1.072,770.468,sp_unc,13.134343726449,14.9008101816806,NaN,NaN,NaN,NaN,NaN,1,4,2,66,,66
Pz,773.036,1.304,773.528,sp_unc,13.191089895388,24.9305537230664,NaN,NaN,NaN,NaN,NaN,1,4,3,67,,67
Pz,777.036,1.256,777.676,sp_unc,13.3024326672584,14.3814601704703,NaN,NaN,NaN,NaN,NaN,0,4,4,68,,68
Pz,796.412,0.836,796.708,sp_unc,13.6220862614051,20.3631837209839,NaN,NaN,NaN,NaN,NaN,0,9,1,69,,69
Pz,801.252,0.588,801.392,sp_unc,13.8603248316871,17.6094186732534,NaN,NaN,NaN,NaN,NaN,0,9,2,70,,70
Fz,806.528,0.492,806.836,sp_unc,12.7903091060986,24.6725156024874,NaN,NaN,NaN,NaN,NaN,0,9,3,71,,71
Cz,807.464,0.788,807.624,sp_unc,13.5554211191738,16.6010879398923,NaN,NaN,NaN,NaN,NaN,1,9,4,72,,72
Cz,808.776,0.516,808.924,sp_unc,14.2738185017597,20.4052032795236,NaN,NaN,NaN,NaN,NaN,1,9,5,73,,73
Pz,811.636,0.924,811.816,sp_unc,13.6738906088751,13.5846316548769,NaN,NaN,NaN,NaN,NaN,0,9,6,74,,74
Cz,814.952,0.6,815.404,sp_unc,12.8522174793544,14.0138976154389,NaN,NaN,NaN,NaN,NaN,0,9,7,75,,75
Fz,816.78,0.556,816.94,sp_unc,13.7393115140793,36.690975280726,NaN,NaN,NaN,NaN,NaN,0,9,8,76,,76
Pz,817.364,0.72,817.672,sp_unc,14.4133149566382,16.1804794238033,NaN,NaN,NaN,NaN,NaN,1,9,9,77,,77
C4,835.936,0.572,836.316,sp_unc,14.1284584009042,13.6993783410175,NaN,NaN,NaN,NaN,NaN,1,6,1,,1,78
Pz,841.16,1.112,842.148,sp_unc,13.5832293443693,15.0510770949912,NaN,NaN,NaN,NaN,NaN,1,6,2,,2,79
Fz,844.256,0.58,844.48,sp_c_up,13.6177277928715,21.6041659824917,-2.45846095311745,0.084,842.396,846.396,844.396,0,6,3,,3,80
C3,845.372,0.56,845.76,sp_c_up,12.356293195109,37.9466856432511,-0.55327637910969,1.364,842.396,846.396,844.396,1,6,4,,4,81
C4,848.116,0.512,848.284,sp_unc,12.7735834075547,19.0411583950989,NaN,NaN,NaN,NaN,NaN,0,6,5,,5,82
C3,850.4,0.648,850.784,sp_c_up,13.7405304775419,26.3317063420807,0.0437383880188692,0.356,848.428,852.428,850.428,1,6,6,,6,83
Fz,860.368,0.5,860.668,sp_unc,13.6519998749101,23.004852011111,NaN,NaN,NaN,NaN,NaN,0,2,1,,7,84
Pz,862.856,0.492,863.012,sp_unc,12.6514202172097,11.4490890413709,NaN,NaN,NaN,NaN,NaN,0,2,2,,8,85
C3,882.316,0.684,882.444,sp_unc,14.3606204091544,13.9328305258191,NaN,NaN,NaN,NaN,NaN,0,5,1,1,,86
Pz,886.748,1.016,887.336,sp_unc,13.9420596173692,13.6085353909069,NaN,NaN,NaN,NaN,NaN,0,5,2,2,,87
Pz,890.064,1.184,890.264,sp_unc,13.9291143735366,15.6127650794946,NaN,NaN,NaN,NaN,NaN,1,5,3,3,,88
C4,893.46,0.92,893.612,sp_unc,14.213849830868,16.1185756939336,NaN,NaN,NaN,NaN,NaN,0,5,4,4,,89
C4,896.612,1.124,897.276,sp_unc,14.1069329778695,13.570090460242,NaN,NaN,NaN,NaN,NaN,1,5,5,5,,90
Fz,902.912,0.56,903.088,sp_unc,12.2098621884091,26.0863346574356,NaN,NaN,NaN,NaN,NaN,0,2,1,6,,91
Fz,907.124,0.508,907.316,sp_unc,12.7908441903657,22.3036595238283,NaN,NaN,NaN,NaN,NaN,1,2,2,7,,92
C3,919.792,0.76,920.4,sp_unc,13.9416231892367,14.6942256900085,NaN,NaN,NaN,NaN,NaN,0,6,1,8,,93
Pz,922.224,0.892,922.476,sp_unc,13.5613376131952,24.5331613619842,NaN,NaN,NaN,NaN,NaN,1,6,2,9,,94
Pz,925.208,0.732,925.644,sp_unc,13.7235193785116,16.9643832045181,NaN,NaN,NaN,NaN,NaN,1,6,3,10,,95
Pz,927.252,0.896,927.744,sp_unc,13.7195076352433,16.5694327337613,NaN,NaN,NaN,NaN,NaN,0,6,4,11,,96
Pz,929.312,0.72,929.496,sp_unc,13.6840081749934,16.0905650047763,NaN,NaN,NaN,NaN,NaN,1,6,5,12,,97
Cz,930.46,0.616,930.792,sp_unc,13.400451887294,14.7594503056171,NaN,NaN,NaN,NaN,NaN,1,6,6,13,,98
Pz,936.82,0.888,937.328,sp_unc,14.2361578498676,15.0390204107638,NaN,NaN,NaN,NaN,NaN,1,3,1,14,,99
Pz,940.376,0.704,940.892,sp_unc,13.5703752605273,13.8091143217798,NaN,NaN,NaN,NaN,NaN,0,3,2,15,,100
Fz,943.748,0.504,944.088,sp_unc,13.7265651874785,16.4939381719275,NaN,NaN,NaN,NaN,NaN,0,3,3,16,,101
Pz,962.976,0.812,963.156,sp_unc,14.0657505692335,17.8221127430154,NaN,NaN,NaN,NaN,NaN,1,1,1,,1,102
Fz,971.82,0.592,972.232,sp_unc,13.5740629984051,24.495196796224,NaN,NaN,NaN,NaN,NaN,0,2,1,,2,103
Pz,976.096,1.292,977.096,sp_unc,13.6107918712408,22.9956773122765,NaN,NaN,NaN,NaN,NaN,0,2,2,,3,104
Cz,989.384,0.792,990.02,sp_unc,14.1162495700034,18.724422604619,NaN,NaN,NaN,NaN,NaN,1,6,1,,4,105
Fz,991.384,0.572,991.58,sp_c_down,12.9686532937307,16.9229139133748,-1.20072552415604,-1.344,990.924,994.924,992.924,0,6,2,,5,106
Pz,994.328,1.068,995.168,sp_unc,12.9203098243346,18.1667989507784,NaN,NaN,NaN,NaN,NaN,0,6,3,,6,107
Pz,996.708,0.8,997.292,sp_unc,13.0167424142493,20.0339128161506,NaN,NaN,NaN,NaN,NaN,0,6,4,,7,108
Pz,997.716,1.288,998.656,sp_unc,13.1269825417434,15.0371327900063,NaN,NaN,NaN,NaN,NaN,1,6,5,,8,109
C3,1001.092,0.512,1001.464,sp_unc,14.5318164377762,14.403522283892,NaN,NaN,NaN,NaN,NaN,0,6,6,,9,110
Pz,1007.568,0.756,1007.816,sp_unc,13.2472384665367,17.099324159432,NaN,NaN,NaN,NaN,NaN,0,6,1,,10,111
Pz,1010.04,0.688,1010.2,sp_unc,13.093280075188,17.8363995990124,NaN,NaN,NaN,NaN,NaN,0,6,2,,11,112
Fz,1011.184,0.492,1011.404,sp_c_down,13.2750599152232,17.565179042846,-1.497479616904,-0.784,1010.188,1014.188,1012.188,0,6,3,,12,113
Fz,1012.192,0.496,1012.344,sp_c_up,13.0883637346486,22.1702471160358,-2.34942316298079,0.156,1010.188,1014.188,1012.188,0,6,4,,13,114
Fz,1014.144,0.516,1014.472,sp_unc,11.5847920195746,20.4212824781032,NaN,NaN,NaN,NaN,NaN,0,6,5,,14,115
Cz,1014.94,0.888,1015.376,sp_unc,13.6747447637892,23.5029309857856,NaN,NaN,NaN,NaN,NaN,1,6,6,,15,116
C4,1030.908,0.608,1031.312,sp_unc,14.5555985552116,14.555929967948,NaN,NaN,NaN,NaN,NaN,0,1,1,,16,117
Pz,1037.116,0.584,1037.552,sp_unc,14.3984348125215,13.5880328419767,NaN,NaN,NaN,NaN,NaN,1,7,1,,17,118
C3,1041.376,1.136,1041.536,sp_unc,13.5020977567922,18.0438153024841,NaN,NaN,NaN,NaN,NaN,1,7,2,,18,119
Pz,1044.5,0.712,1045.04,sp_unc,13.0382286487163,15.8477398161265,NaN,NaN,NaN,NaN,NaN,0,7,3,,19,120
Pz,1045.388,0.7,1045.928,sp_unc,12.9281537176274,15.5574087394294,NaN,NaN,NaN,NaN,NaN,0,7,4,,20,121
C4,1046.228,1.004,1046.34,sp_unc,13.0016489453535,12.4083814033721,NaN,NaN,NaN,NaN,NaN,0,7,5,,21,122
Pz,1048.112,0.872,1048.544,sp_unc,13.8785298808519,18.3396579777149,NaN,NaN,NaN,NaN,NaN,1,7,6,,22,123
Pz,1053.132,0.692,1053.348,sp_unc,13.8130071430017,17.9717147330306,NaN,NaN,NaN,NaN,NaN,1,7,7,,23,124
Pz,1066.68,0.848,1067.232,sp_unc,13.521139449932,15.1689115645644,NaN,NaN,NaN,NaN,NaN,1,1,1,,24,125
Fz,1076.232,0.516,1076.372,sp_unc,12.8276959616673,20.4118033361823,NaN,NaN,NaN,NaN,NaN,0,5,1,,25,126
Cz,1079.284,0.492,1079.424,sp_unc,13.6814434705302,16.0141099946669,NaN,NaN,NaN,NaN,NaN,1,5,2,,26,127
C4,1082.272,0.676,1082.78,sp_unc,13.6933669236528,14.1184597568522,NaN,NaN,NaN,NaN,NaN,1,5,3,,27,128
Pz,1086.072,0.604,1086.428,sp_unc,13.2117360500819,18.9438071957253,NaN,NaN,NaN,NaN,NaN,0,5,4,,28,129
C3,1086.828,0.64,1087.356,sp_c_down,13.4675010412828,12.2035473553823,-0.0473009047929327,-1.228,1086.584,1090.584,1088.584,0,5,5,,29,130
Cz,1101.74,0.588,1102.072,sp_unc,12.9959993884311,13.6397928725203,NaN,NaN,NaN,NaN,NaN,1,4,1,,30,131
C4,1105.576,0.564,1105.984,sp_c_up,13.5169654906497,18.0424908687038,-1.69285425189763,0.512,1103.472,1107.472,1105.472,1,4,2,,31,132
Pz,1110.648,0.616,1111.136,sp_unc,14.3227554179567,12.5253588181582,NaN,NaN,NaN,NaN,NaN,0,4,3,,32,133
Pz,1116.412,0.62,1116.88,sp_unc,13.6701281389749,14.9868851507661,NaN,NaN,NaN,NaN,NaN,0,4,4,,33,134
Pz,1123.212,0.844,1123.928,sp_c_down,13.3865550892363,11.4388481481641,-0.735847134155178,-0.5,1122.428,1126.428,1124.428,1,8,1,,34,135
Pz,1124.676,0.5,1124.968,sp_c_up,14.2436360509116,14.3946557671299,0.213474290494364,0.54,1122.428,1126.428,1124.428,0,8,2,,35,136
Pz,1127.636,0.52,1127.792,sp_unc,13.8886457360722,12.6745647567351,NaN,NaN,NaN,NaN,NaN,0,8,3,,36,137
Fz,1128.748,0.524,1128.924,sp_unc,12.8768891926787,25.0900255191756,NaN,NaN,NaN,NaN,NaN,1,8,4,,37,138
Fz,1134.076,0.504,1134.216,sp_unc,13.0783732950916,20.3594149497228,NaN,NaN,NaN,NaN,NaN,0,8,5,,38,139
Pz,1138.888,0.732,1139.104,sp_unc,13.1934211905984,12.1690157124339,NaN,NaN,NaN,NaN,NaN,1,8,6,,39,140
Fz,1139.76,0.768,1139.924,sp_unc,12.3140453761015,22.0874538572627,NaN,NaN,NaN,NaN,NaN,0,8,7,,40,141
Cz,1140.852,0.572,1141.012,sp_unc,14.2694577831132,18.3865308738796,NaN,NaN,NaN,NaN,NaN,0,8,8,,41,142
Fz,1157.132,0.528,1157.276,sp_c_down,12.9779699481207,23.0048672014041,0.126322790508492,-0.308,1155.584,1159.584,1157.584,0,11,1,,42,143
Pz,1160.62,0.912,1161.396,sp_unc,13.5179233783521,12.342768027052,NaN,NaN,NaN,NaN,NaN,0,11,2,,43,144
Pz,1162.524,0.68,1162.988,sp_unc,13.9091240211255,11.799864180247,NaN,NaN,NaN,NaN,NaN,0,11,3,,44,145
Fz,1167.784,0.5,1167.944,sp_c_down,12.8941499754897,20.9678118256652,2.99543162319416,-1.728,1167.672,1171.672,1169.672,0,11,4,,45,146
Fz,1169.872,0.764,1170.336,sp_c_up,12.8822253693255,22.6834386684045,1.71592407459341,0.664,1167.672,1171.672,1169.672,1,11,5,,46,147
Pz,1174.264,0.516,1174.648,sp_unc,12.5113921166553,10.3616452389352,NaN,NaN,NaN,NaN,NaN,0,11,6,,47,148
Fz,1178.34,0.612,1178.544,sp_unc,13.4386313004734,19.2464179456895,NaN,NaN,NaN,NaN,NaN,1,11,7,,48,149
C3,1180.376,0.5,1180.748,sp_unc,14.3304622793787,12.4309052892949,NaN,NaN,NaN,NaN,NaN,0,11,8,,49,150
Pz,1186.088,0.676,1186.296,sp_unc,13.745725328315,13.7648518313312,NaN,NaN,NaN,NaN,NaN,0,11,9,,50,151
Pz,1187.232,0.728,1187.384,sp_unc,13.1988799131624,15.7231508992886,NaN,NaN,NaN,NaN,NaN,0,11,10,,51,152
Pz,1190.86,0.728,1191.388,sp_unc,13.5092974811757,15.5305136637742,NaN,NaN,NaN,NaN,NaN,1,11,11,,52,153
C3,1199.84,0.508,1199.972,sp_unc,14.7192311472497,15.7502492180031,NaN,NaN,NaN,NaN,NaN,0,1,1,,53,154
Fz,1208.632,0.68,1208.756,sp_unc,11.6945295904923,20.708931245241,NaN,NaN,NaN,NaN,NaN,0,5,1,,54,155
C3,1210.028,0.648,1210.188,sp_unc,13.512010864952,17.322554413083,NaN,NaN,NaN,NaN,NaN,0,5,2,,55,156
Fz,1211.58,0.772,1211.7,sp_unc,13.404299959722,20.0959197212173,NaN,NaN,NaN,NaN,NaN,1,5,3,,56,157
C3,1215.308,0.652,1215.688,sp_c_down,14.2042644908841,15.2406240398187,-0.11850810503146,-0.404,1214.092,1218.092,1216.092,0,5,4,,57,158
Fz,1216.596,0.512,1216.776,sp_c_up,12.4433366023755,30.4419761685329,-0.396771457381127,0.684,1214.092,1218.092,1216.092,1,5,5,,58,159
Pz,1230.6,0.492,1230.928,sp_c_down,13.8018145854833,11.9966940318237,1.77809810451439,-1.6,1230.528,1234.528,1232.528,0,1,1,,59,160
C4,1240.468,0.528,1240.724,sp_unc,13.6244584556311,11.5063947679369,NaN,NaN,NaN,NaN,NaN,0,9,1,,60,161
Pz,1242.012,0.8,1242.684,sp_unc,12.6457241588821,12.8915608375033,NaN,NaN,NaN,NaN,NaN,0,9,2,,61,162
Pz,1242.888,1.008,1243.376,sp_unc,11.9154735338166,15.3163664586408,NaN,NaN,NaN,NaN,NaN,0,9,3,,62,163
Fz,1246.54,0.576,1246.988,sp_unc,12.342613813202,18.3749355823161,NaN,NaN,NaN,NaN,NaN,0,9,4,,63,164
Pz,1248.66,0.552,1248.8,sp_unc,11.466332580463,13.2710559906032,NaN,NaN,NaN,NaN,NaN,0,9,5,,64,165
C4,1250.48,0.5,1250.644,sp_unc,14.1159808221534,12.830085100431,NaN,NaN,NaN,NaN,NaN,0,9,6,,65,166
Fz,1253.808,0.496,1253.968,sp_unc,12.4899369636212,19.9379612463385,NaN,NaN,NaN,NaN,NaN,0,9,7,,66,167
C3,1257.352,0.492,1257.5,sp_unc,14.875462246302,13.7885576479867,NaN,NaN,NaN,NaN,NaN,0,9,8,,67,168
C4,1258.824,0.676,1259.352,sp_c_down,12.8035188140855,11.9960069928031,1.25911438665381,-0.344,1257.696,1261.696,1259.696,1,9,9,,68,169
Fz,1266.22,0.552,1266.636,sp_unc,12.4984177615757,18.0754319018088,NaN,NaN,NaN,NaN,NaN,0,1,1,,69,170
C3,1278.316,0.504,1278.456,sp_unc,14.3372498853343,19.7654672019685,NaN,NaN,NaN,NaN,NaN,0,3,1,,70,171
Pz,1283.508,0.616,1283.796,sp_unc,14.3895789309876,16.445965580262,NaN,NaN,NaN,NaN,NaN,1,3,2,,71,172
Cz,1286.284,0.7,1286.592,sp_unc,13.6412975923083,20.3191953213303,NaN,NaN,NaN,NaN,NaN,1,3,3,,72,173
Fz,1312.532,0.516,1312.688,sp_c_up,13.3394705569628,25.6401273088426,2.30607418241078,1.644,1309.044,1313.044,1311.044,1,3,1,,73,174
Fz,1316.836,0.56,1317.252,sp_unc,12.8907784943254,18.8162775123149,NaN,NaN,NaN,NaN,NaN,0,3,2,,74,175
Pz,1321.812,0.88,1322.1,sp_unc,13.2692843219159,14.9423754367133,NaN,NaN,NaN,NaN,NaN,0,3,3,,75,176
Cz,1328.736,0.844,1329.392,sp_unc,13.613895850738,18.7178756984656,NaN,NaN,NaN,NaN,NaN,1,4,1,,76,177
Pz,1330.396,0.744,1330.964,sp_unc,13.6840603687869,16.5618734437919,NaN,NaN,NaN,NaN,NaN,0,4,2,,77,178
C4,1331.444,0.516,1331.58,sp_unc,13.3085102969708,13.1008225831229,NaN,NaN,NaN,NaN,NaN,0,4,3,,78,179
C4,1334.204,0.588,1334.652,sp_c_down,14.212747964683,10.7443267391814,-0.403495358360066,-0.66,1333.312,1337.312,1335.312,0,4,4,,79,180
C3,1347.176,0.576,1347.316,sp_unc,14.6969240912739,12.5325199644653,NaN,NaN,NaN,NaN,NaN,0,4,1,,80,181
Fz,1350.088,0.532,1350.24,sp_unc,12.6028454975823,17.313082208925,NaN,NaN,NaN,NaN,NaN,0,4,2,,81,182
Fz,1355.136,0.5,1355.324,sp_unc,13.2309941520468,20.059979935229,NaN,NaN,NaN,NaN,NaN,1,4,3,,82,183
Pz,1356.132,0.712,1356.336,sp_unc,13.8769616033548,14.3468259969971,NaN,NaN,NaN,NaN,NaN,0,4,4,,83,184
Fz,1369.252,0.504,1369.44,sp_unc,13.6240826740053,19.70739773664,NaN,NaN,NaN,NaN,NaN,0,1,1,,84,185
Pz,1377.824,1.116,1378.264,sp_unc,13.976709861198,10.8650582721435,NaN,NaN,NaN,NaN,NaN,1,3,1,,85,186
Cz,1381.124,1.064,1381.3,sp_c_down,13.2774768008686,16.0256190126127,-1.14426020600038,-1.164,1380.464,1384.464,1382.464,0,3,2,,86,187
Pz,1385.168,0.612,1385.496,sp_unc,13.8756306616214,12.8525004870787,NaN,NaN,NaN,NaN,NaN,0,3,3,,87,188
Pz,1409.3,0.572,1409.608,sp_unc,14.265903729913,16.7147860952346,NaN,NaN,NaN,NaN,NaN,0,2,1,,88,189
Cz,1411.78,0.88,1412.304,sp_c_down,13.2340948075136,13.6071732856747,-0.313960833329824,-1.408,1411.712,1415.712,1413.712,0,2,2,,89,190
Pz,1432.708,0.808,1433.284,sp_unc,13.5379886603764,15.384387759904,NaN,NaN,NaN,NaN,NaN,0,4,1,,90,191
Fz,1434.236,0.512,1434.388,sp_unc,12.5000487804732,19.3964820396118,NaN,NaN,NaN,NaN,NaN,1,4,2,,91,192
Fz,1435.208,0.516,1435.576,sp_c_down,12.5788442540055,20.4341606479661,0.142475710787719,-0.936,1434.512,1438.512,1436.512,1,4,3,,92,193
C3,1436.824,0.512,1436.952,sp_c_up,13.0989567785937,14.908846142872,-0.834755910988757,0.44,1434.512,1438.512,1436.512,0,4,4,,93,194
Fz,1445.12,0.5,1445.46,sp_c_up,12.8449567444783,24.6883004200114,-0.581152710290843,0.324,1443.136,1447.136,1445.136,0,1,1,,94,195
Fz,1454.06,0.552,1454.448,sp_c_up,12.6436328524429,20.8592953921277,0.159386188915125,0.508,1451.94,1455.94,1453.94,0,1,1,,95,196
Fz,1463.432,0.64,1463.712,sp_unc,11.9333564985739,27.1882287431908,NaN,NaN,NaN,NaN,NaN,0,3,1,,96,197
